StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
2616,7.7,0,2,0,80,4.3,No,Yes,75,67,NotPlaced
2617,7.4,2,1,2,90,4.7,Yes,Yes,81,88,NotPlaced
2618,6.6,1,1,0,72,4.1,Yes,No,58,64,Placed
2619,7.4,1,0,1,67,3.6,No,No,55,63,NotPlaced
2620,7.9,2,1,0,77,4.3,Yes,No,77,84,NotPlaced
2621,8.6,2,3,2,84,4.5,Yes,Yes,81,85,Placed
2622,7.5,1,1,1,69,3.7,No,No,55,63,NotPlaced
2623,6.7,1,1,0,70,3.6,No,No,64,69,NotPlaced
2624,7.8,1,3,2,90,4.1,Yes,No,70,86,NotPlaced
2625,7.7,1,1,0,82,3.7,No,Yes,55,81,Placed
2626,7.6,1,1,0,89,4.2,No,Yes,55,68,NotPlaced
2627,6.6,1,1,0,87,4.8,No,No,56,65,NotPlaced
2628,6.7,2,1,2,77,4.1,No,Yes,58,57,NotPlaced
2629,7.5,1,1,1,65,3.7,Yes,Yes,55,61,NotPlaced
2630,8.4,1,3,1,80,4.4,Yes,Yes,74,80,NotPlaced
2631,7.6,1,3,0,80,4.7,No,No,77,70,NotPlaced
2632,7.5,1,2,0,62,3.9,No,No,71,72,NotPlaced
2633,8.4,2,2,0,80,4,Yes,No,71,84,NotPlaced
2634,7.5,1,1,0,80,4.7,No,No,56,82,Placed
2635,7.9,1,2,1,86,4.6,Yes,Yes,82,62,Placed
2636,6.5,0,1,0,76,4.6,Yes,Yes,79,67,NotPlaced
2637,8.3,1,3,2,90,4.8,Yes,Yes,76,88,Placed
2638,8.1,1,3,2,86,4.6,Yes,Yes,88,84,Placed
2639,7.6,0,1,0,69,3.4,No,No,60,74,NotPlaced
2640,8.4,2,3,2,90,4.8,Yes,Yes,85,78,Placed
2641,8,0,1,0,81,3.1,No,No,65,59,NotPlaced
2642,8.1,1,2,0,89,4.8,Yes,Yes,77,83,NotPlaced
2643,8.5,0,2,1,89,4.8,Yes,Yes,56,72,Placed
2644,8.9,2,1,2,90,4.7,Yes,Yes,75,84,Placed
2645,7.3,1,1,1,80,4.7,No,No,55,67,NotPlaced
2646,7,2,1,0,75,3.8,Yes,Yes,69,67,Placed
2647,6.8,1,1,1,65,4.5,No,Yes,55,62,NotPlaced
2648,7.4,0,1,0,72,3.6,No,No,60,71,NotPlaced
2649,8.5,1,3,1,89,4.6,Yes,Yes,78,82,NotPlaced
2650,7.9,2,1,3,70,4,Yes,Yes,67,81,Placed
2651,8.5,1,2,0,85,4.3,No,Yes,55,83,Placed
2652,7.6,0,2,2,76,4.2,Yes,Yes,78,84,NotPlaced
2653,7.8,2,3,2,90,4.6,Yes,Yes,79,88,Placed
2654,7.3,1,1,1,67,3.4,No,No,55,68,NotPlaced
2655,8.5,1,3,3,88,4.4,Yes,Yes,75,83,Placed
2656,8.5,2,2,2,90,4.8,Yes,Yes,84,71,Placed
2657,6.5,0,1,2,63,3.9,No,No,59,70,NotPlaced
2658,7.4,1,3,2,83,4.8,No,Yes,68,88,Placed
2659,7.6,1,2,0,75,3.9,Yes,Yes,57,62,NotPlaced
2660,7.5,1,3,2,78,4.6,Yes,Yes,74,84,Placed
2661,8.5,2,2,3,67,4.6,Yes,No,58,80,NotPlaced
2662,7.5,1,2,0,74,4.3,No,No,55,65,NotPlaced
2663,6.5,1,1,1,72,4.4,No,No,58,67,NotPlaced
2664,7.7,0,3,0,83,4.2,Yes,Yes,71,82,NotPlaced
2665,7.5,0,1,0,80,4.5,Yes,Yes,79,73,NotPlaced
2666,7.6,1,3,0,72,4,Yes,No,66,74,NotPlaced
2667,8.2,2,3,2,90,4.8,Yes,Yes,73,83,Placed
2668,6.5,0,1,1,60,3.2,No,No,62,74,NotPlaced
2669,6.9,0,1,0,73,3,No,No,62,62,NotPlaced
2670,8.6,2,3,2,90,4.8,Yes,Yes,75,78,Placed
2671,6.8,1,1,0,82,4.2,No,No,59,72,NotPlaced
2672,8.4,1,1,1,82,4.3,Yes,Yes,60,82,NotPlaced
2673,6.7,1,2,0,90,4.7,Yes,Yes,55,82,Placed
2674,7.5,1,1,2,78,4.4,No,Yes,76,74,NotPlaced
2675,8.1,1,1,1,78,4.3,No,Yes,58,63,NotPlaced
2676,8.3,1,3,1,81,4.3,Yes,Yes,79,88,NotPlaced
2677,6.5,0,1,0,72,4.6,No,No,79,58,NotPlaced
2678,7.2,1,2,3,78,4.5,Yes,Yes,70,74,NotPlaced
2679,8.5,1,3,2,84,4.6,Yes,Yes,74,85,Placed
2680,7.2,1,1,1,66,3.8,Yes,No,67,67,NotPlaced
2681,6.5,1,1,0,77,3.9,Yes,No,67,71,NotPlaced
2682,6.5,1,1,1,79,3.8,No,Yes,60,69,NotPlaced
2683,6.5,0,2,0,79,3.6,No,Yes,72,70,NotPlaced
2684,6.5,1,2,0,73,3.6,Yes,Yes,84,72,NotPlaced
2685,7,1,2,0,72,4.1,No,Yes,71,73,NotPlaced
2686,8.4,1,3,1,83,4.2,Yes,Yes,85,81,Placed
2687,7.9,1,3,0,83,4.6,Yes,Yes,81,68,Placed
2688,8.5,2,3,1,90,4.7,Yes,Yes,72,77,Placed
2689,8.4,1,3,2,77,4.5,Yes,Yes,82,80,Placed
2690,6.5,1,2,0,84,4.7,No,Yes,55,60,NotPlaced
2691,6.5,1,2,1,73,4.1,No,Yes,65,68,NotPlaced
2692,7.6,1,2,0,80,3.7,No,Yes,69,63,NotPlaced
2693,8.4,1,3,2,86,4.7,Yes,Yes,80,84,Placed
2694,8.3,0,1,2,84,4.8,Yes,Yes,83,82,Placed
2695,7.6,1,2,0,73,4.4,No,Yes,56,66,Placed
2696,7.7,1,1,1,66,3.3,No,No,55,62,NotPlaced
2697,7.2,1,2,0,69,4.5,No,Yes,56,67,Placed
2698,8.3,2,2,2,77,4,Yes,Yes,84,81,Placed
2699,8.6,1,3,1,85,4.6,Yes,Yes,71,84,Placed
2700,8.4,2,3,2,90,4.8,Yes,Yes,75,84,Placed
2701,6.7,1,1,0,86,4.8,No,Yes,55,64,Placed
2702,7.3,0,1,0,81,4.2,No,Yes,59,60,NotPlaced
2703,8.5,2,3,2,90,4.8,Yes,Yes,83,85,Placed
2704,7.3,1,1,0,78,3.7,No,No,55,70,NotPlaced
2705,7.5,1,2,2,72,4.1,Yes,Yes,66,70,NotPlaced
2706,8.6,2,3,2,90,4.7,Yes,Yes,85,82,Placed
2707,8.8,1,3,3,90,4.8,Yes,Yes,75,84,NotPlaced
2708,7.5,0,2,0,80,4.4,No,Yes,65,68,NotPlaced
2709,8.5,2,1,2,83,4.3,Yes,Yes,65,84,NotPlaced
2710,7.9,2,3,2,90,4.8,Yes,Yes,81,87,Placed
2711,6.6,1,1,1,71,4,No,Yes,55,63,NotPlaced
2712,8.5,2,3,2,90,4.7,Yes,Yes,80,84,Placed
2713,6.8,1,1,0,73,4.3,No,No,63,68,NotPlaced
2714,8.6,1,2,2,76,4.4,Yes,No,79,84,NotPlaced
2715,6.5,1,1,1,79,4.2,Yes,Yes,82,69,Placed
2716,6.5,1,1,0,69,4.3,No,Yes,55,68,NotPlaced
2717,6.5,0,3,0,71,3.8,No,Yes,63,66,NotPlaced
2718,8.4,0,3,0,86,4.6,Yes,Yes,90,83,Placed
2719,6.5,0,1,0,68,3.6,No,Yes,60,75,NotPlaced
2720,8.2,0,3,2,78,4.8,Yes,No,61,71,Placed
2721,7.5,1,1,0,69,4.3,No,No,60,71,NotPlaced
2722,7.4,0,1,1,69,3.5,No,Yes,57,85,NotPlaced
2723,8.3,2,2,0,78,4.1,No,Yes,60,83,Placed
2724,7.7,0,3,0,87,4.7,Yes,Yes,81,60,Placed
2725,7.4,1,1,2,84,4.7,Yes,Yes,80,75,Placed
2726,8.4,1,2,0,78,4.2,Yes,Yes,69,70,NotPlaced
2727,7.6,1,3,2,84,4.2,Yes,Yes,75,83,NotPlaced
2728,7.9,0,3,1,77,4,Yes,Yes,55,61,NotPlaced
2729,7.6,1,1,0,75,3.6,No,Yes,55,68,NotPlaced
2730,7.6,0,2,0,79,4.6,No,Yes,76,72,NotPlaced
2731,6.6,1,2,1,62,3.4,No,Yes,58,62,NotPlaced
2732,8.1,1,3,2,89,4.8,Yes,Yes,75,82,Placed
2733,7.4,1,2,1,71,4.3,Yes,Yes,67,73,NotPlaced
2734,7.7,2,3,2,90,4.8,Yes,Yes,81,85,Placed
2735,6.5,1,1,1,72,3.3,No,Yes,55,62,NotPlaced
2736,8.1,2,3,2,90,4.7,Yes,Yes,76,88,Placed
2737,7.6,2,2,1,84,4.8,Yes,Yes,90,84,NotPlaced
2738,7.9,0,1,2,77,4.8,Yes,Yes,83,82,Placed
2739,8.5,1,3,2,88,4.8,Yes,Yes,83,83,NotPlaced
2740,8.1,2,3,2,82,4.7,Yes,Yes,83,86,Placed
2741,8.4,2,3,0,86,4.7,Yes,Yes,84,83,Placed
2742,8.8,2,3,2,90,4.8,Yes,Yes,77,81,Placed
2743,7.6,1,3,0,80,4.8,Yes,Yes,73,78,Placed
2744,8.3,2,3,2,90,4.8,Yes,Yes,80,88,Placed
2745,8.2,0,1,1,68,3.8,Yes,No,79,83,Placed
2746,6.5,0,1,0,72,4.1,No,No,56,68,NotPlaced
2747,7.7,2,3,0,71,3.8,No,No,73,74,NotPlaced
2748,7.9,1,2,1,70,4.3,No,Yes,58,71,NotPlaced
2749,8.1,2,3,2,85,4.6,Yes,Yes,82,85,Placed
2750,8.6,1,3,0,90,4.8,Yes,Yes,87,81,Placed
2751,7.7,0,2,1,72,4.4,No,Yes,58,66,NotPlaced
2752,8.6,0,3,2,90,4.8,Yes,Yes,77,83,Placed
2753,8.1,1,2,0,81,4.2,No,No,55,70,NotPlaced
2754,6.5,1,1,0,70,4.2,No,Yes,63,72,NotPlaced
2755,8.2,1,2,2,80,4.4,Yes,Yes,68,87,Placed
2756,8.4,2,3,2,90,4.4,Yes,Yes,74,88,Placed
2757,8.4,2,3,2,90,4.8,Yes,Yes,81,81,Placed
2758,8.6,1,3,3,78,4.7,Yes,Yes,76,87,Placed
2759,6.5,1,1,1,74,3.8,No,No,69,64,NotPlaced
2760,7.5,2,1,1,82,4.7,No,No,76,68,NotPlaced
2761,8.3,1,1,3,76,4.2,No,Yes,56,83,NotPlaced
2762,8,0,3,2,87,4.5,Yes,Yes,83,81,Placed
2763,7.6,2,1,0,90,4.8,No,Yes,68,74,NotPlaced
2764,8,0,3,1,86,4.3,Yes,Yes,75,66,Placed
2765,8.5,1,1,2,90,4.7,Yes,Yes,75,88,Placed
2766,8.4,2,1,1,79,4.3,Yes,Yes,74,68,Placed
2767,8.2,0,3,0,90,4.5,Yes,No,88,77,NotPlaced
2768,7.9,0,3,2,89,4.7,Yes,Yes,78,82,Placed
2769,6.5,0,2,2,77,4.6,No,Yes,72,83,NotPlaced
2770,8.1,0,1,0,68,4.2,No,No,55,59,NotPlaced
2771,7.3,0,1,0,64,3.7,No,No,62,72,NotPlaced
2772,8.5,0,1,2,83,4.2,Yes,No,79,73,Placed
2773,8.3,1,3,2,87,4.8,Yes,Yes,79,85,Placed
2774,7.7,0,3,0,83,4.5,Yes,Yes,80,82,NotPlaced
2775,9,0,3,2,86,4.8,Yes,Yes,79,86,Placed
2776,7,1,2,1,78,4,No,No,55,71,NotPlaced
2777,7.5,1,1,1,71,4.5,No,No,55,69,NotPlaced
2778,7.1,0,1,1,69,4.8,No,No,65,66,NotPlaced
2779,8.2,1,2,2,71,4.4,Yes,Yes,73,87,Placed
2780,8.1,2,3,2,82,4.2,Yes,Yes,72,82,NotPlaced
2781,7.3,0,1,1,84,4.7,No,No,55,68,NotPlaced
2782,8.4,1,3,1,79,4,Yes,Yes,80,83,NotPlaced
2783,7.5,1,2,2,89,4.8,Yes,Yes,70,84,Placed
2784,7.5,1,3,1,84,4,Yes,No,74,70,Placed
2785,7.4,1,3,0,85,4.6,No,No,62,65,NotPlaced
2786,6.5,1,1,1,76,4.2,No,Yes,63,67,NotPlaced
2787,6.8,1,3,2,83,4.7,Yes,No,64,80,NotPlaced
2788,8.6,1,3,2,87,4.1,Yes,Yes,80,86,Placed
2789,6.8,0,1,0,84,4.1,Yes,Yes,62,86,Placed
2790,7.5,1,1,1,77,3.8,No,Yes,63,65,NotPlaced
2791,8.4,1,3,2,85,4.2,Yes,Yes,89,88,Placed
2792,6.7,2,1,2,82,4.6,Yes,Yes,82,70,NotPlaced
2793,8.5,1,2,0,87,4.7,No,Yes,55,70,Placed
2794,8.2,0,3,0,86,4,Yes,Yes,67,80,Placed
2795,6.5,1,1,1,79,4.4,Yes,Yes,74,71,NotPlaced
2796,8.1,1,3,2,90,4.5,Yes,Yes,76,82,Placed
2797,7,0,1,0,69,4.5,Yes,No,62,67,NotPlaced
2798,7.5,0,1,1,72,3.5,No,Yes,55,65,NotPlaced
2799,7.9,1,1,0,80,3.8,No,No,55,72,NotPlaced
2800,6.9,0,1,0,70,4.3,No,No,57,63,NotPlaced
2801,8.8,1,3,2,90,4.8,Yes,Yes,81,88,Placed
2802,8.4,2,3,2,90,4.8,Yes,Yes,82,80,NotPlaced
2803,8.3,1,3,2,87,4.4,Yes,Yes,76,83,Placed
2804,6.7,1,3,1,76,4.4,Yes,Yes,84,83,Placed
2805,7.4,1,1,1,77,4.1,No,No,55,64,NotPlaced
2806,7.4,2,3,2,75,4.2,No,Yes,80,66,NotPlaced
2807,6.7,1,1,0,74,3.9,Yes,Yes,74,66,NotPlaced
2808,7.7,1,2,1,81,4.8,Yes,Yes,81,82,Placed
2809,7.5,0,1,1,67,4.4,No,Yes,80,60,NotPlaced
2810,6.5,1,1,0,77,3.9,Yes,Yes,78,67,NotPlaced
2811,6.5,1,2,1,89,4.6,No,Yes,75,73,NotPlaced
2812,8.5,1,3,1,82,4.7,Yes,Yes,80,70,Placed
2813,7.9,1,2,2,90,4.2,Yes,Yes,81,86,Placed
2814,7.2,1,1,1,67,4.3,No,No,74,72,NotPlaced
2815,7.4,2,2,1,74,3.8,No,Yes,55,69,NotPlaced
2816,8.6,1,2,0,80,4.2,No,No,55,68,NotPlaced
2817,8.5,0,3,2,90,4.7,Yes,Yes,81,81,Placed
2818,8.4,2,2,3,90,4.6,Yes,Yes,77,83,Placed
2819,7.5,1,1,1,79,3.2,No,Yes,61,65,NotPlaced
2820,7.8,1,2,0,75,4.5,No,Yes,55,71,Placed
2821,8.1,2,3,2,90,4.8,Yes,Yes,81,87,Placed
2822,8.6,2,3,2,79,4.8,Yes,Yes,78,78,Placed
2823,7.6,1,3,1,86,4.6,Yes,Yes,67,62,NotPlaced
2824,7.5,1,3,3,68,4.1,Yes,Yes,67,71,NotPlaced
2825,7.3,1,1,0,84,4.5,No,Yes,55,75,NotPlaced
2826,6.5,1,2,1,74,3.2,No,No,59,68,NotPlaced
2827,6.6,0,1,0,61,3.8,No,No,66,61,NotPlaced
2828,7.8,1,1,1,83,4,No,Yes,67,69,Placed
2829,7.5,1,1,1,60,3,No,No,60,69,NotPlaced
2830,8.4,2,2,2,77,4.8,Yes,Yes,71,84,Placed
2831,7.1,2,3,2,88,4.5,Yes,Yes,75,70,Placed
2832,8,2,3,1,73,4.4,Yes,Yes,81,68,NotPlaced
2833,7.2,1,3,2,80,4.6,No,No,79,84,Placed
2834,8.1,1,2,2,84,4.3,Yes,Yes,75,84,NotPlaced
2835,6.6,1,2,0,60,4.7,Yes,Yes,55,69,NotPlaced
2836,8.6,2,2,1,74,4,No,No,59,63,NotPlaced
2837,6.8,1,1,1,71,4.3,No,Yes,60,62,NotPlaced
2838,7.3,1,1,0,70,3.9,No,No,61,64,NotPlaced
2839,7.9,1,2,1,86,4.8,No,Yes,70,60,NotPlaced
2840,7.5,1,1,0,71,4,No,No,60,57,NotPlaced
2841,8.2,2,3,2,90,4.7,Yes,Yes,83,78,Placed
2842,6.5,1,2,1,71,4.3,No,Yes,55,70,NotPlaced
2843,8,1,2,0,86,4.8,Yes,Yes,67,73,NotPlaced
2844,8.1,1,3,1,68,4.7,No,Yes,59,68,NotPlaced
2845,8.4,2,3,2,79,4.4,Yes,No,80,79,NotPlaced
2846,6.5,1,3,0,64,4.6,No,No,71,64,NotPlaced
2847,8.4,1,3,0,87,4.3,Yes,Yes,59,81,NotPlaced
2848,8.4,1,3,0,81,4.8,Yes,Yes,85,88,Placed
2849,8.4,2,3,1,80,4.6,Yes,Yes,75,79,NotPlaced
2850,7.9,0,3,1,90,4.4,Yes,Yes,82,87,Placed
2851,6.8,1,2,0,67,3.2,No,No,55,68,NotPlaced
2852,7.3,1,3,0,90,4.7,Yes,Yes,76,88,NotPlaced
2853,7.7,1,1,0,72,4.2,No,No,55,66,NotPlaced
2854,7.3,1,1,0,66,3.8,No,No,60,73,NotPlaced
2855,8.5,2,3,0,89,4.8,Yes,Yes,82,70,Placed
2856,8.1,1,3,2,88,4.4,No,Yes,55,88,Placed
2857,8,2,3,2,90,4.8,Yes,Yes,82,83,Placed
2858,8.8,0,1,2,90,4.8,Yes,Yes,82,82,NotPlaced
2859,8.1,2,3,2,90,4.7,Yes,Yes,82,85,Placed
2860,7.6,2,3,0,78,4.8,Yes,Yes,74,87,Placed
2861,8.4,2,3,0,90,4.8,Yes,Yes,70,88,Placed
2862,7.9,1,3,1,75,4.6,Yes,Yes,80,81,NotPlaced
2863,8.3,2,2,2,90,4.7,Yes,No,73,81,NotPlaced
2864,8.5,2,2,2,65,4.4,Yes,Yes,57,81,NotPlaced
2865,8.4,2,3,2,90,4.8,Yes,Yes,76,88,Placed
2866,8.6,2,3,2,89,4.8,Yes,Yes,79,85,NotPlaced
2867,7.7,1,3,1,76,4,No,No,65,61,NotPlaced
2868,7.6,1,1,0,83,4,No,No,55,60,NotPlaced
2869,8.2,2,3,2,81,4.8,Yes,Yes,83,82,Placed
2870,8,2,3,0,90,4.3,No,Yes,83,83,Placed
2871,6.5,1,1,0,78,4.5,Yes,Yes,55,77,NotPlaced
2872,7.7,0,2,0,80,4.3,No,Yes,55,68,NotPlaced
2873,8.3,2,3,2,90,4.8,Yes,Yes,74,88,Placed
2874,7.3,1,2,0,81,3.7,Yes,Yes,68,85,NotPlaced
2875,6.5,0,3,0,72,4.1,No,Yes,70,64,NotPlaced
2876,7.5,1,2,0,79,4.7,No,No,69,67,NotPlaced
2877,7.8,1,2,0,78,4.8,No,Yes,57,74,NotPlaced
2878,7.3,1,2,0,66,4.6,No,Yes,59,72,NotPlaced
2879,7.6,0,1,0,88,4.3,No,Yes,56,62,NotPlaced
2880,8.1,1,1,1,79,3.4,No,Yes,78,66,NotPlaced
2881,7.9,2,3,2,90,4.8,Yes,Yes,78,87,Placed
2882,7.6,1,1,0,68,4.3,No,No,62,68,NotPlaced
2883,8.2,2,3,1,85,4.6,No,Yes,78,66,Placed
2884,7.6,2,3,0,90,4.8,Yes,No,74,85,NotPlaced
2885,8.1,2,2,0,84,4.8,Yes,Yes,76,87,Placed
2886,6.6,1,1,0,75,4.8,No,No,62,65,NotPlaced
2887,8.3,1,2,2,90,4.8,Yes,Yes,70,88,Placed
2888,6.5,1,2,0,68,4.4,No,Yes,72,70,Placed
2889,6.5,1,1,1,79,4.2,No,No,85,71,NotPlaced
2890,8.1,1,3,2,78,4.7,Yes,Yes,75,88,NotPlaced
2891,6.5,1,2,1,63,4,Yes,No,56,66,NotPlaced
2892,8.3,2,1,0,80,4.7,Yes,Yes,84,86,Placed
2893,7.3,0,3,2,89,4.5,Yes,Yes,80,86,Placed
2894,7.6,1,3,2,79,4.3,No,Yes,70,87,NotPlaced
2895,6.7,1,1,1,82,4.3,No,Yes,55,65,NotPlaced
2896,8.3,1,2,1,84,4.3,Yes,Yes,64,71,NotPlaced
2897,7.5,0,1,0,72,4.1,No,No,55,69,NotPlaced
2898,7.6,1,1,1,75,4.1,No,No,55,70,NotPlaced
2899,8,2,3,2,89,4.8,Yes,Yes,83,83,Placed
2900,8.6,1,1,2,87,3.9,Yes,Yes,84,84,Placed
2901,8.4,2,2,2,86,4.8,Yes,Yes,72,83,Placed
2902,6.5,1,1,0,67,3.5,No,No,63,63,NotPlaced
2903,8.2,1,3,3,82,4,Yes,Yes,80,84,NotPlaced
2904,7.8,1,1,1,82,3.9,No,Yes,74,73,NotPlaced
2905,6.7,1,1,0,76,4.2,No,Yes,55,66,NotPlaced
2906,6.8,0,1,1,70,3,No,No,55,60,NotPlaced
2907,8.3,2,3,2,90,4.8,Yes,Yes,76,84,Placed
2908,7.5,1,1,1,72,4.6,Yes,No,62,63,NotPlaced
2909,7.4,1,1,1,77,3.9,No,Yes,59,69,NotPlaced
2910,6.6,1,2,1,68,4.7,No,No,56,66,NotPlaced
2911,8.4,1,3,0,82,4.1,No,Yes,74,86,NotPlaced
2912,6.7,1,2,1,64,3.8,No,Yes,82,64,NotPlaced
2913,7.8,2,3,2,83,4.8,No,Yes,74,83,NotPlaced
2914,8.7,2,3,2,81,4.8,Yes,Yes,87,85,Placed
2915,6.6,1,1,0,71,4.5,Yes,No,90,64,NotPlaced
2916,8.4,2,3,2,90,4.6,Yes,Yes,74,85,Placed
2917,8.1,0,1,0,71,4,Yes,Yes,60,69,NotPlaced
2918,7.8,0,3,2,85,4.3,Yes,No,89,63,NotPlaced
2919,8.2,2,3,2,90,4.8,Yes,Yes,85,83,Placed
2920,7.6,1,3,0,82,3.8,Yes,Yes,78,65,NotPlaced
2921,7.7,1,1,1,71,4.4,Yes,Yes,66,73,NotPlaced
2922,7.6,1,2,2,65,4.8,Yes,No,58,72,NotPlaced
2923,8.4,1,3,0,82,4.8,Yes,Yes,75,81,Placed
2924,7.7,1,3,1,84,3.9,No,Yes,55,78,NotPlaced
2925,6.6,0,3,0,86,4.8,No,No,79,66,NotPlaced
2926,7.2,1,1,1,62,4,No,No,74,63,NotPlaced
2927,7.5,0,2,1,69,4.5,No,Yes,55,60,NotPlaced
2928,6.5,1,1,1,68,4.6,No,No,58,63,NotPlaced
2929,8.3,2,3,0,85,4.7,Yes,Yes,73,87,NotPlaced
2930,8.9,1,3,2,83,4.6,Yes,Yes,71,84,Placed
2931,7.3,1,1,1,68,3.3,No,Yes,55,67,NotPlaced
2932,7.8,1,1,0,77,4.1,No,Yes,64,67,NotPlaced
2933,7.5,1,1,0,68,3.7,No,No,57,63,NotPlaced
2934,8.6,1,1,3,81,4.7,No,Yes,72,86,Placed
2935,7.5,0,2,0,63,4.5,Yes,Yes,56,62,Placed
2936,8.6,2,3,1,90,4.8,Yes,Yes,58,71,Placed
2937,6.9,1,1,0,67,4.1,Yes,Yes,62,71,NotPlaced
2938,8.3,1,3,2,90,4.8,Yes,Yes,79,84,Placed
2939,7.9,0,1,1,73,4.1,No,Yes,79,80,NotPlaced
2940,8.2,1,2,2,90,4.7,Yes,Yes,83,87,NotPlaced
2941,7.9,1,1,0,72,3.6,No,No,55,68,NotPlaced
2942,6.5,1,2,2,70,4.1,No,No,68,68,NotPlaced
2943,7.7,1,1,0,67,3.6,No,No,57,64,NotPlaced
2944,8.1,2,1,0,86,4.3,Yes,Yes,72,80,NotPlaced
2945,8.2,2,3,2,83,3.8,Yes,Yes,73,69,NotPlaced
2946,8,1,2,0,85,4.3,Yes,Yes,69,81,NotPlaced
2947,7.9,1,3,2,88,4.5,Yes,No,90,69,Placed
2948,8.5,1,3,2,90,4.8,Yes,Yes,87,85,Placed
2949,6.7,1,1,0,71,4.3,No,Yes,57,60,Placed
2950,7.3,0,1,1,80,4.5,No,Yes,55,69,NotPlaced
2951,8.1,1,3,2,90,4.8,Yes,Yes,84,88,Placed
2952,9.1,2,1,3,84,4.8,Yes,Yes,81,85,Placed
2953,8.6,1,3,2,89,4.6,Yes,Yes,75,83,Placed
2954,6.7,2,1,1,77,4.5,Yes,Yes,64,62,NotPlaced
2955,7.9,1,2,0,66,4.5,No,Yes,60,63,NotPlaced
2956,8.3,1,3,2,74,4.7,Yes,Yes,78,84,NotPlaced
2957,8.6,1,3,2,82,4.8,Yes,Yes,85,86,Placed
2958,7.1,1,1,0,74,4.6,Yes,No,55,75,NotPlaced
2959,7.3,1,1,0,77,4.3,Yes,Yes,66,68,NotPlaced
2960,7.7,1,3,2,85,4.8,Yes,Yes,80,86,Placed
2961,8.5,1,3,0,74,4.3,Yes,Yes,78,62,Placed
2962,7.5,1,2,1,76,3.4,No,No,55,65,NotPlaced
2963,6.5,0,2,1,72,3.9,No,Yes,59,60,NotPlaced
2964,7,2,2,1,74,4.3,No,Yes,55,83,NotPlaced
2965,7.8,1,3,1,90,4.4,Yes,Yes,85,82,Placed
2966,8.4,2,3,2,89,4.6,Yes,Yes,74,86,Placed
2967,6.7,2,1,1,75,4.6,No,No,61,67,NotPlaced
2968,8.6,0,3,2,85,4.7,Yes,Yes,78,80,Placed
2969,8.1,1,2,2,84,4.5,Yes,Yes,78,84,Placed
2970,7.8,2,3,2,90,4.8,Yes,Yes,88,80,Placed
2971,6.5,1,1,1,83,4.7,No,No,55,71,NotPlaced
2972,8.6,0,3,1,81,4.6,Yes,Yes,74,85,Placed
2973,8.1,1,3,2,70,4.7,No,Yes,65,75,Placed
2974,8.5,2,3,2,86,4.7,Yes,No,76,80,NotPlaced
2975,6.5,0,2,1,80,3.9,No,No,55,65,NotPlaced
2976,8.3,1,2,1,74,4.2,Yes,Yes,76,81,NotPlaced
2977,7.6,2,3,0,90,4.8,Yes,Yes,79,67,Placed
2978,6.8,1,1,2,84,4.5,Yes,Yes,69,88,NotPlaced
2979,8.1,0,2,0,75,4.3,Yes,Yes,60,72,NotPlaced
2980,8.2,2,3,2,90,4.8,Yes,Yes,79,84,Placed
2981,7.8,2,3,3,82,4.3,Yes,Yes,88,84,NotPlaced
2982,7.7,0,1,1,77,3.3,No,No,56,68,NotPlaced
2983,8.7,1,2,1,90,4.6,Yes,Yes,75,88,Placed
2984,7.8,0,2,1,65,4.3,Yes,No,56,67,Placed
2985,8.3,1,2,2,83,4.2,Yes,Yes,55,88,Placed
2986,6.8,1,1,1,84,4.2,No,No,55,69,NotPlaced
2987,7.4,1,1,0,77,4.2,No,Yes,55,70,NotPlaced
2988,8.6,2,3,2,88,4.5,Yes,Yes,82,85,NotPlaced
2989,6.5,1,1,1,60,3.4,No,No,55,68,NotPlaced
2990,8.4,1,3,2,80,4.4,Yes,Yes,61,79,NotPlaced
2991,8.3,2,3,2,86,4.8,Yes,Yes,78,86,Placed
2992,7.6,1,2,1,75,4.3,Yes,Yes,80,67,Placed
2993,7.5,1,2,0,67,4.2,No,No,55,64,NotPlaced
2994,6.5,2,3,0,84,4.8,No,Yes,62,84,NotPlaced
2995,6.5,0,1,1,90,3.7,No,Yes,64,71,NotPlaced
2996,8.1,1,1,1,77,4.6,Yes,Yes,73,87,NotPlaced
2997,6.7,1,2,1,85,4.4,No,Yes,55,71,NotPlaced
2998,7.1,1,2,0,72,4.4,Yes,No,69,69,NotPlaced
2999,8.4,2,3,2,90,4.7,Yes,Yes,78,83,Placed
3000,7.6,0,3,0,90,4.7,No,Yes,73,77,NotPlaced
3001,6.5,1,1,0,79,4.4,No,Yes,55,69,NotPlaced
3002,8.2,1,3,2,85,4.4,Yes,Yes,76,88,Placed
3003,6.5,1,1,1,64,3.4,No,No,56,61,NotPlaced
3004,8.2,1,2,1,90,4.8,Yes,No,82,63,NotPlaced
3005,8.7,2,3,2,90,4.8,Yes,Yes,89,86,Placed
3006,8.3,2,3,2,89,4.1,Yes,Yes,77,77,Placed
3007,7.9,1,2,2,83,4.5,Yes,No,69,87,Placed
3008,6.7,0,2,1,79,3.3,No,No,73,69,NotPlaced
3009,7.6,0,1,0,69,4.7,No,No,56,67,NotPlaced
